IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
132.145.127.21,2086,2086,false,NRT,Asia Pacific,Tokyo,89,10.54
168.138.197.222,8080,8080,false,NRT,Asia Pacific,Tokyo,102,10.53
168.138.215.188,80,80,false,NRT,Asia Pacific,Tokyo,100,10.52
132.145.125.165,2086,2086,false,NRT,Asia Pacific,Tokyo,99,10.52
155.248.174.71,8080,8080,false,NRT,Asia Pacific,Tokyo,101,10.52
140.238.120.58,443,443,true,CDG,Europe,Paris,194,10.51
155.248.165.169,8080,8080,false,NRT,Asia Pacific,Tokyo,106,10.51
155.248.160.83,8080,8080,false,NRT,Asia Pacific,Tokyo,98,10.51
138.2.161.138,443,443,true,FRA,Europe,Frankfurt,169,10.50
141.148.230.105,443,443,true,FRA,Europe,Frankfurt,187,10.50
193.123.39.141,443,443,true,FRA,Europe,Frankfurt,174,10.49
141.147.179.64,2083,2083,true,NRT,Asia Pacific,Tokyo,108,10.49
168.138.196.237,8443,8443,true,NRT,Asia Pacific,Tokyo,99,10.48
144.21.32.193,2087,443,true,AMS,Europe,Amsterdam,176,10.48
158.179.188.175,2086,2086,false,NRT,Asia Pacific,Tokyo,110,10.47
155.248.179.132,2052,2052,false,NRT,Asia Pacific,Tokyo,99,10.47
158.179.186.251,8443,8443,true,NRT,Asia Pacific,Tokyo,99,10.47
138.2.15.8,2087,2087,true,NRT,Asia Pacific,Tokyo,115,10.46
150.230.104.197,2082,2082,false,NRT,Asia Pacific,Tokyo,110,10.46
168.138.212.40,8443,8443,true,NRT,Asia Pacific,Tokyo,77,10.45
150.230.213.95,2087,2087,true,NRT,Asia Pacific,Tokyo,91,10.44
158.179.182.19,2086,2086,false,NRT,Asia Pacific,Tokyo,97,10.43
84.235.167.183,443,443,true,CDG,Europe,Paris,187,10.43
158.179.189.235,2083,2083,true,NRT,Asia Pacific,Tokyo,101,10.43
131.186.37.69,2096,2096,true,NRT,Asia Pacific,Tokyo,91,10.43
132.226.212.17,443,443,true,AMS,Europe,Amsterdam,176,10.43
150.230.109.252,8080,8080,false,NRT,Asia Pacific,Tokyo,100,10.42
132.145.121.34,2052,2052,false,NRT,Asia Pacific,Tokyo,101,10.41
131.186.45.88,2087,2087,true,NRT,Asia Pacific,Tokyo,103,10.41
168.138.198.53,2052,2052,false,NRT,Asia Pacific,Tokyo,82,10.41
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,100,10.41
158.179.178.142,8080,8080,false,NRT,Asia Pacific,Tokyo,99,10.40
131.186.37.69,2095,2095,false,NRT,Asia Pacific,Tokyo,106,10.40
150.230.104.197,2052,2052,false,NRT,Asia Pacific,Tokyo,87,10.39
155.248.166.141,2096,2096,true,NRT,Asia Pacific,Tokyo,77,10.39
150.230.99.173,2095,2095,false,NRT,Asia Pacific,Tokyo,97,10.38
155.248.174.71,2096,2096,true,NRT,Asia Pacific,Tokyo,113,10.36
168.138.212.184,2052,2052,false,NRT,Asia Pacific,Tokyo,101,10.36
168.138.209.244,2086,2086,false,NRT,Asia Pacific,Tokyo,99,10.35
155.248.181.4,2052,2052,false,NRT,Asia Pacific,Tokyo,77,10.34
141.148.245.182,443,443,true,FRA,Europe,Frankfurt,198,10.32
131.186.34.11,2083,2083,true,NRT,Asia Pacific,Tokyo,116,10.32
155.248.174.71,2095,2095,false,NRT,Asia Pacific,Tokyo,99,10.31
168.138.212.40,2087,2087,true,NRT,Asia Pacific,Tokyo,76,10.31
138.2.21.31,2096,2096,true,NRT,Asia Pacific,Tokyo,105,10.31
138.2.14.164,2086,2086,false,NRT,Asia Pacific,Tokyo,113,10.31
131.186.59.94,80,80,false,NRT,Asia Pacific,Tokyo,99,10.30
144.24.85.158,80,80,false,ICN,Asia Pacific,Seoul,122,10.30
155.248.178.235,2096,2096,true,NRT,Asia Pacific,Tokyo,104,10.30
155.248.176.28,8880,8880,false,NRT,Asia Pacific,Tokyo,99,10.29
131.186.44.38,2053,2053,true,NRT,Asia Pacific,Tokyo,111,10.29
168.138.200.159,2086,2086,false,NRT,Asia Pacific,Tokyo,97,10.28
158.179.180.233,2052,2052,false,NRT,Asia Pacific,Tokyo,98,10.27
141.147.191.132,2095,2095,false,NRT,Asia Pacific,Tokyo,102,10.27
131.186.41.255,2096,2096,true,NRT,Asia Pacific,Tokyo,108,10.25
168.138.211.217,2086,2086,false,NRT,Asia Pacific,Tokyo,102,10.25
150.230.216.117,2095,2095,false,NRT,Asia Pacific,Tokyo,99,10.24
132.145.120.197,8080,8080,false,NRT,Asia Pacific,Tokyo,87,10.24
130.61.206.143,443,443,true,AMS,Europe,Amsterdam,176,10.24
168.138.195.31,2082,2082,false,NRT,Asia Pacific,Tokyo,97,10.24
132.145.114.14,2086,2086,false,NRT,Asia Pacific,Tokyo,107,10.23
138.2.11.179,2053,2053,true,NRT,Asia Pacific,Tokyo,120,10.23
138.2.150.23,443,443,true,FRA,Europe,Frankfurt,175,10.23
138.2.19.122,2096,2096,true,NRT,Asia Pacific,Tokyo,101,10.22
132.145.112.247,2096,2096,true,NRT,Asia Pacific,Tokyo,119,10.22
132.145.127.21,8080,8080,false,NRT,Asia Pacific,Tokyo,99,10.22
158.179.178.145,2087,2087,true,NRT,Asia Pacific,Tokyo,96,10.22
155.248.187.37,2087,2087,true,NRT,Asia Pacific,Tokyo,101,10.22
132.145.117.216,80,80,false,NRT,Asia Pacific,Tokyo,98,10.21
131.186.34.244,2052,2052,false,NRT,Asia Pacific,Tokyo,99,10.21
138.2.29.250,2053,2053,true,NRT,Asia Pacific,Tokyo,101,10.20
141.147.174.190,8880,8880,false,NRT,Asia Pacific,Tokyo,89,10.18
141.147.164.54,2052,2052,false,NRT,Asia Pacific,Tokyo,106,10.18
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,122,10.17
150.230.213.95,2086,2086,false,NRT,Asia Pacific,Tokyo,104,10.17
155.248.176.68,8880,8880,false,NRT,Asia Pacific,Tokyo,80,10.17
155.248.160.116,2083,2083,true,NRT,Asia Pacific,Tokyo,136,10.16
158.101.90.190,80,80,false,NRT,Asia Pacific,Tokyo,106,10.16
89.168.118.215,443,443,true,FRA,Europe,Frankfurt,165,10.15
131.186.41.255,80,80,false,NRT,Asia Pacific,Tokyo,101,10.15
138.3.211.101,2052,2052,false,NRT,Asia Pacific,Tokyo,100,10.15
168.138.207.64,2053,2053,true,NRT,Asia Pacific,Tokyo,125,10.14
158.179.182.19,2052,2052,false,NRT,Asia Pacific,Tokyo,97,10.13
150.230.205.56,2096,2096,true,NRT,Asia Pacific,Tokyo,101,10.12
168.138.206.68,8443,8443,true,NRT,Asia Pacific,Tokyo,108,10.12
143.47.191.142,443,443,true,FRA,Europe,Frankfurt,180,10.11
141.147.162.204,80,80,false,NRT,Asia Pacific,Tokyo,108,10.11
158.179.182.19,2096,2096,true,NRT,Asia Pacific,Tokyo,109,10.11
158.179.188.159,2087,2087,true,NRT,Asia Pacific,Tokyo,77,10.08
138.2.20.230,2096,2096,true,NRT,Asia Pacific,Tokyo,123,10.08
132.145.125.86,2053,2053,true,NRT,Asia Pacific,Tokyo,102,10.08
132.145.237.142,443,443,true,IAD,North America,Ashburn,168,10.07
141.147.164.54,2095,2095,false,NRT,Asia Pacific,Tokyo,75,10.05
168.138.200.155,8443,8443,true,NRT,Asia Pacific,Tokyo,96,10.04
150.230.108.135,2096,2096,true,NRT,Asia Pacific,Tokyo,101,10.04
131.186.34.244,2082,2082,false,NRT,Asia Pacific,Tokyo,101,10.04
132.145.121.34,2087,2087,true,NRT,Asia Pacific,Tokyo,109,10.03
168.138.214.62,8443,8443,true,NRT,Asia Pacific,Tokyo,113,10.03
168.138.211.131,2086,2086,false,NRT,Asia Pacific,Tokyo,103,10.02
158.179.189.106,8080,8080,false,NRT,Asia Pacific,Tokyo,79,10.01
132.226.196.219,443,443,true,FRA,Europe,Frankfurt,153,10.01
155.248.178.235,2083,2083,true,NRT,Asia Pacific,Tokyo,79,10.01
141.147.191.211,8443,8443,true,NRT,Asia Pacific,Tokyo,101,10.01
168.138.215.188,2052,2052,false,NRT,Asia Pacific,Tokyo,81,10.00
141.147.183.96,2052,2052,false,NRT,Asia Pacific,Tokyo,103,10.00
138.3.211.101,80,80,false,NRT,Asia Pacific,Tokyo,112,9.99
155.248.166.39,8080,8080,false,NRT,Asia Pacific,Tokyo,100,9.99
141.147.112.59,443,443,true,FRA,Europe,Frankfurt,211,9.99
158.179.190.253,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.99
131.186.47.223,2095,2095,false,NRT,Asia Pacific,Tokyo,105,9.98
141.147.164.123,80,80,false,NRT,Asia Pacific,Tokyo,82,9.98
155.248.178.235,2082,2082,false,NRT,Asia Pacific,Tokyo,105,9.98
141.147.29.222,443,443,true,CDG,Europe,Paris,189,9.98
151.145.69.174,2053,2053,true,NRT,Asia Pacific,Tokyo,113,9.98
155.248.186.182,8880,8880,false,NRT,Asia Pacific,Tokyo,114,9.97
151.145.71.127,80,80,false,NRT,Asia Pacific,Tokyo,99,9.96
143.47.189.18,443,443,true,AMS,Europe,Amsterdam,207,9.96
168.138.202.145,2095,2095,false,NRT,Asia Pacific,Tokyo,103,9.96
143.47.184.85,443,443,true,FRA,Europe,Frankfurt,177,9.95
155.248.179.132,2095,2095,false,NRT,Asia Pacific,Tokyo,102,9.95
155.248.174.71,8880,8880,false,NRT,Asia Pacific,Tokyo,100,9.94
131.186.37.191,2052,2052,false,NRT,Asia Pacific,Tokyo,105,9.94
143.47.183.234,443,443,true,FRA,Europe,Frankfurt,192,9.94
138.2.13.133,8443,8443,true,NRT,Asia Pacific,Tokyo,120,9.94
155.248.160.83,2095,2095,false,NRT,Asia Pacific,Tokyo,114,9.94
84.235.161.77,443,443,true,EWR,North America,Newark,193,9.93
168.138.212.175,2053,2053,true,NRT,Asia Pacific,Tokyo,80,9.92
138.3.208.9,2086,2086,false,NRT,Asia Pacific,Tokyo,90,9.92
168.138.206.109,8880,8880,false,NRT,Asia Pacific,Tokyo,75,9.92
152.70.173.22,443,443,true,FRA,Europe,Frankfurt,168,9.92
132.145.123.14,8880,8880,false,NRT,Asia Pacific,Tokyo,102,9.92
150.230.221.219,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.91
131.186.47.223,2053,2053,true,NRT,Asia Pacific,Tokyo,107,9.91
132.145.114.250,8880,8880,false,NRT,Asia Pacific,Tokyo,105,9.91
150.230.99.173,8443,8443,true,NRT,Asia Pacific,Tokyo,99,9.91
141.144.244.182,443,443,true,CDG,Europe,Paris,167,9.91
155.248.181.4,2082,2082,false,NRT,Asia Pacific,Tokyo,100,9.90
141.147.178.115,8080,8080,false,NRT,Asia Pacific,Tokyo,102,9.90
141.147.178.115,2052,2052,false,NRT,Asia Pacific,Tokyo,102,9.89
138.2.29.250,2052,2052,false,NRT,Asia Pacific,Tokyo,103,9.88
158.179.189.106,2087,2087,true,NRT,Asia Pacific,Tokyo,98,9.88
155.248.167.70,2096,2096,true,NRT,Asia Pacific,Tokyo,98,9.88
143.47.230.194,443,443,true,FRA,Europe,Frankfurt,204,9.86
158.179.183.2,2082,2082,false,NRT,Asia Pacific,Tokyo,86,9.86
141.144.199.177,443,443,true,FRA,Europe,Frankfurt,188,9.86
132.145.123.143,2083,2083,true,NRT,Asia Pacific,Tokyo,103,9.85
132.145.123.159,2053,2053,true,NRT,Asia Pacific,Tokyo,75,9.84
151.145.68.166,2082,2082,false,NRT,Asia Pacific,Tokyo,114,9.84
168.138.207.64,2087,2087,true,NRT,Asia Pacific,Tokyo,81,9.84
141.147.104.214,443,443,true,FRA,Europe,Frankfurt,192,9.84
158.179.190.253,80,80,false,NRT,Asia Pacific,Tokyo,95,9.83
141.148.239.186,443,443,true,AMS,Europe,Amsterdam,192,9.83
138.2.11.179,8443,8443,true,NRT,Asia Pacific,Tokyo,131,9.82
132.145.127.51,2053,2053,true,NRT,Asia Pacific,Tokyo,81,9.82
132.145.114.250,2087,2087,true,NRT,Asia Pacific,Tokyo,104,9.81
138.3.208.9,2082,2082,false,NRT,Asia Pacific,Tokyo,121,9.81
131.186.63.35,2082,2082,false,NRT,Asia Pacific,Tokyo,102,9.80
141.147.16.152,8443,443,true,FRA,Europe,Frankfurt,219,9.80
168.138.213.210,2083,2083,true,NRT,Asia Pacific,Tokyo,100,9.79
132.145.123.238,2052,2052,false,NRT,Asia Pacific,Tokyo,98,9.79
155.248.167.70,8080,8080,false,NRT,Asia Pacific,Tokyo,100,9.78
132.145.112.247,2052,2052,false,NRT,Asia Pacific,Tokyo,99,9.78
168.138.205.195,2082,2082,false,NRT,Asia Pacific,Tokyo,101,9.78
155.248.181.4,2053,2053,true,NRT,Asia Pacific,Tokyo,103,9.77
131.186.36.248,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.76
158.179.189.106,2096,2096,true,NRT,Asia Pacific,Tokyo,98,9.76
168.138.215.188,2053,2053,true,NRT,Asia Pacific,Tokyo,98,9.74
152.67.143.255,443,443,true,FRA,Europe,Frankfurt,175,9.74
158.180.15.152,443,443,true,AMS,Europe,Amsterdam,182,9.73
158.101.88.214,8880,8880,false,NRT,Asia Pacific,Tokyo,96,9.73
168.138.212.40,2053,2053,true,NRT,Asia Pacific,Tokyo,113,9.73
168.138.195.31,8443,8443,true,NRT,Asia Pacific,Tokyo,100,9.73
158.179.178.142,2052,2052,false,NRT,Asia Pacific,Tokyo,96,9.72
141.144.198.252,443,443,true,EWR,North America,Newark,177,9.72
138.2.15.8,2052,2052,false,NRT,Asia Pacific,Tokyo,87,9.72
132.145.115.17,2096,2096,true,NRT,Asia Pacific,Tokyo,103,9.72
155.248.169.25,2086,2086,false,NRT,Asia Pacific,Tokyo,75,9.71
141.147.183.96,8880,8880,false,NRT,Asia Pacific,Tokyo,108,9.71
132.145.112.247,8443,8443,true,NRT,Asia Pacific,Tokyo,105,9.70
168.138.205.195,8443,8443,true,NRT,Asia Pacific,Tokyo,78,9.70
150.230.109.138,2052,2052,false,NRT,Asia Pacific,Tokyo,92,9.70
168.138.214.62,2082,2082,false,NRT,Asia Pacific,Tokyo,100,9.69
150.230.107.197,8880,8880,false,NRT,Asia Pacific,Tokyo,99,9.69
141.147.191.211,8880,8880,false,NRT,Asia Pacific,Tokyo,79,9.69
131.186.36.248,8880,8880,false,NRT,Asia Pacific,Tokyo,104,9.68
155.248.185.38,2083,2083,true,NRT,Asia Pacific,Tokyo,106,9.68
158.101.90.190,8880,8880,false,NRT,Asia Pacific,Tokyo,92,9.67
151.145.65.203,2087,2087,true,NRT,Asia Pacific,Tokyo,142,9.67
158.179.180.233,2083,2083,true,NRT,Asia Pacific,Tokyo,104,9.66
141.147.82.245,443,443,true,FRA,Europe,Frankfurt,195,9.66
141.147.183.96,2096,2096,true,NRT,Asia Pacific,Tokyo,121,9.66
141.147.175.230,2053,2053,true,NRT,Asia Pacific,Tokyo,112,9.66
131.186.36.248,2082,2082,false,NRT,Asia Pacific,Tokyo,111,9.65
158.179.188.175,2096,2096,true,NRT,Asia Pacific,Tokyo,102,9.65
150.230.213.95,8080,8080,false,NRT,Asia Pacific,Tokyo,109,9.64
132.145.113.148,2083,2083,true,NRT,Asia Pacific,Tokyo,99,9.62
132.145.121.123,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.62
132.145.120.197,2082,2082,false,NRT,Asia Pacific,Tokyo,101,9.62
84.235.164.218,443,443,true,EWR,North America,Newark,209,9.62
141.147.92.143,443,443,true,LHR,Europe,London,182,9.61
155.248.160.83,2086,2086,false,NRT,Asia Pacific,Tokyo,101,9.61
168.138.198.202,2087,2087,true,NRT,Asia Pacific,Tokyo,95,9.60
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,100,9.60
141.147.179.64,2082,2082,false,NRT,Asia Pacific,Tokyo,103,9.59
138.2.11.179,80,80,false,NRT,Asia Pacific,Tokyo,101,9.59
141.147.109.219,443,443,true,FRA,Europe,Frankfurt,208,9.57
168.138.197.222,2053,2053,true,NRT,Asia Pacific,Tokyo,83,9.57
150.230.220.232,80,80,false,NRT,Asia Pacific,Tokyo,97,9.56
131.186.45.88,8080,8080,false,NRT,Asia Pacific,Tokyo,107,9.54
150.230.213.95,80,80,false,NRT,Asia Pacific,Tokyo,102,9.54
132.145.126.21,2096,2096,true,NRT,Asia Pacific,Tokyo,159,9.53
131.186.36.248,2052,2052,false,NRT,Asia Pacific,Tokyo,113,9.53
131.186.63.35,2083,2083,true,NRT,Asia Pacific,Tokyo,111,9.51
141.147.97.178,443,443,true,FRA,Europe,Frankfurt,214,9.51
132.145.112.168,8080,8080,false,NRT,Asia Pacific,Tokyo,108,9.50
168.138.192.185,2087,2087,true,NRT,Asia Pacific,Tokyo,97,9.50
151.145.74.56,8080,8080,false,NRT,Asia Pacific,Tokyo,125,9.50
168.138.196.237,2096,2096,true,NRT,Asia Pacific,Tokyo,110,9.49
138.2.12.32,2083,2083,true,NRT,Asia Pacific,Tokyo,95,9.49
132.145.121.123,8080,8080,false,NRT,Asia Pacific,Tokyo,101,9.48
132.145.120.115,8080,8080,false,NRT,Asia Pacific,Tokyo,114,9.47
143.47.231.42,443,443,true,CDG,Europe,Paris,195,9.47
168.138.209.84,2096,2096,true,NRT,Asia Pacific,Tokyo,121,9.47
138.2.21.31,8080,8080,false,NRT,Asia Pacific,Tokyo,102,9.46
131.186.47.255,2096,2096,true,NRT,Asia Pacific,Tokyo,101,9.46
132.145.122.95,2095,2095,false,NRT,Asia Pacific,Tokyo,100,9.46
141.147.191.132,2083,2083,true,NRT,Asia Pacific,Tokyo,107,9.45
155.248.169.71,2053,2053,true,NRT,Asia Pacific,Tokyo,108,9.45
155.248.182.244,2052,2052,false,NRT,Asia Pacific,Tokyo,101,9.45
150.230.219.83,8080,8080,false,NRT,Asia Pacific,Tokyo,101,9.43
155.248.162.160,2086,2086,false,NRT,Asia Pacific,Tokyo,98,9.43
138.2.29.250,2083,2083,true,NRT,Asia Pacific,Tokyo,103,9.42
158.178.159.200,443,443,true,CDG,Europe,Paris,194,9.42
143.47.253.45,443,443,true,CDG,Europe,Paris,174,9.42
130.61.203.115,8443,443,true,FRA,Europe,Frankfurt,153,9.40
150.230.107.94,8443,8443,true,NRT,Asia Pacific,Tokyo,80,9.39
141.147.164.123,2052,2052,false,NRT,Asia Pacific,Tokyo,103,9.39
158.178.144.180,443,443,true,FRA,Europe,Frankfurt,181,9.39
168.138.206.236,2096,2096,true,NRT,Asia Pacific,Tokyo,97,9.38
132.145.126.204,2083,2083,true,NRT,Asia Pacific,Tokyo,118,9.37
158.179.186.234,80,80,false,NRT,Asia Pacific,Tokyo,77,9.36
131.186.43.107,8880,8880,false,NRT,Asia Pacific,Tokyo,77,9.34
150.230.216.34,8443,8443,true,NRT,Asia Pacific,Tokyo,119,9.33
158.180.14.242,443,443,true,FRA,Europe,Frankfurt,197,9.31
168.138.205.38,8443,8443,true,NRT,Asia Pacific,Tokyo,87,9.31
168.138.214.62,2053,2053,true,NRT,Asia Pacific,Tokyo,95,9.30
138.2.25.122,80,80,false,NRT,Asia Pacific,Tokyo,102,9.30
141.147.167.44,8080,8080,false,NRT,Asia Pacific,Tokyo,112,9.30
143.47.253.94,8080,443,true,LHR,Europe,London,160,9.30
155.248.185.38,2095,2095,false,NRT,Asia Pacific,Tokyo,86,9.29
132.145.114.14,80,80,false,NRT,Asia Pacific,Tokyo,99,9.28
168.138.207.64,8080,8080,false,NRT,Asia Pacific,Tokyo,98,9.27
132.145.121.247,2096,2096,true,NRT,Asia Pacific,Tokyo,103,9.27
168.138.195.31,2053,2053,true,NRT,Asia Pacific,Tokyo,87,9.26
141.147.114.14,443,443,true,FRA,Europe,Frankfurt,177,9.25
131.186.44.38,2096,2096,true,NRT,Asia Pacific,Tokyo,81,9.25
141.147.160.221,8880,8880,false,NRT,Asia Pacific,Tokyo,101,9.25
158.179.183.2,2052,2052,false,NRT,Asia Pacific,Tokyo,99,9.25
150.230.212.87,8443,8443,true,NRT,Asia Pacific,Tokyo,78,9.24
132.145.120.118,2096,2096,true,NRT,Asia Pacific,Tokyo,103,9.24
158.179.188.7,2083,2083,true,NRT,Asia Pacific,Tokyo,103,9.24
143.47.244.121,443,443,true,FRA,Europe,Frankfurt,185,9.23
151.145.65.203,2096,2096,true,NRT,Asia Pacific,Tokyo,127,9.23
168.138.205.38,8880,8880,false,NRT,Asia Pacific,Tokyo,98,9.23
132.145.126.204,2095,2095,false,NRT,Asia Pacific,Tokyo,98,9.23
150.230.208.83,8880,8880,false,NRT,Asia Pacific,Tokyo,99,9.22
150.230.219.168,8880,8880,false,NRT,Asia Pacific,Tokyo,81,9.22
129.146.46.164,443,443,true,LAX,North America,Los Angeles,222,9.22
131.186.59.94,8443,8443,true,NRT,Asia Pacific,Tokyo,103,9.22
138.2.21.31,80,80,false,NRT,Asia Pacific,Tokyo,103,9.22
155.248.177.210,2082,2082,false,NRT,Asia Pacific,Tokyo,103,9.21
155.248.169.25,8443,8443,true,NRT,Asia Pacific,Tokyo,86,9.19
158.179.188.159,8443,8443,true,NRT,Asia Pacific,Tokyo,75,9.19
141.148.225.66,443,443,true,CDG,Europe,Paris,380,9.18
155.248.176.28,2095,2095,false,NRT,Asia Pacific,Tokyo,99,9.18
150.230.208.113,2052,2052,false,NRT,Asia Pacific,Tokyo,113,9.18
132.145.120.197,8443,8443,true,NRT,Asia Pacific,Tokyo,99,9.17
132.145.114.250,2095,2095,false,NRT,Asia Pacific,Tokyo,100,9.17
155.248.166.141,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.17
158.179.178.142,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.16
168.138.211.131,2083,2083,true,NRT,Asia Pacific,Tokyo,111,9.16
143.47.246.29,443,443,true,FRA,Europe,Frankfurt,177,9.16
141.147.178.202,2096,2096,true,NRT,Asia Pacific,Tokyo,121,9.15
131.186.37.69,8080,8080,false,NRT,Asia Pacific,Tokyo,79,9.15
132.145.120.103,8080,8080,false,NRT,Asia Pacific,Tokyo,85,9.14
155.248.176.68,80,80,false,NRT,Asia Pacific,Tokyo,100,9.14
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,114,9.13
131.186.45.88,8880,8880,false,NRT,Asia Pacific,Tokyo,101,9.12
168.138.212.184,2083,2083,true,NRT,Asia Pacific,Tokyo,84,9.12
131.186.43.207,8880,8880,false,NRT,Asia Pacific,Tokyo,77,9.12
150.230.212.213,2086,2086,false,NRT,Asia Pacific,Tokyo,80,9.12
168.138.212.184,8443,8443,true,NRT,Asia Pacific,Tokyo,102,9.10
168.138.211.188,80,80,false,HKG,Asia Pacific,Hong Kong,161,9.10
141.147.181.148,2086,2086,false,NRT,Asia Pacific,Tokyo,112,9.09
143.47.248.238,443,443,true,FRA,Europe,Frankfurt,196,9.09
152.67.151.62,443,443,true,CDG,Europe,Paris,182,9.09
150.230.205.56,2082,2082,false,NRT,Asia Pacific,Tokyo,99,9.09
141.148.239.188,443,443,true,FRA,Europe,Frankfurt,183,9.08
150.230.108.135,8080,8080,false,NRT,Asia Pacific,Tokyo,102,9.07
155.248.167.70,8880,8880,false,NRT,Asia Pacific,Tokyo,102,9.07
132.145.123.143,80,80,false,NRT,Asia Pacific,Tokyo,101,9.07
131.186.43.107,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.06
131.186.58.151,2095,2095,false,NRT,Asia Pacific,Tokyo,100,9.05
155.248.180.103,2083,2083,true,NRT,Asia Pacific,Tokyo,122,9.04
168.138.215.188,8443,8443,true,NRT,Asia Pacific,Tokyo,98,9.04
141.147.182.70,2086,2086,false,NRT,Asia Pacific,Tokyo,99,9.03
143.47.253.176,443,443,true,FRA,Europe,Frankfurt,159,9.02
155.248.160.116,2086,2086,false,NRT,Asia Pacific,Tokyo,105,9.02
132.145.121.247,8443,8443,true,NRT,Asia Pacific,Tokyo,85,9.01
130.162.55.31,443,443,true,FRA,Europe,Frankfurt,168,9.00
138.2.20.230,2095,2095,false,NRT,Asia Pacific,Tokyo,83,9.00
138.3.212.226,2053,2053,true,NRT,Asia Pacific,Tokyo,172,9.00
155.248.165.169,2095,2095,false,NRT,Asia Pacific,Tokyo,113,8.99
168.138.196.237,2087,2087,true,NRT,Asia Pacific,Tokyo,102,8.99
158.179.188.159,2053,2053,true,NRT,Asia Pacific,Tokyo,98,8.98
151.145.69.174,2082,2082,false,NRT,Asia Pacific,Tokyo,99,8.98
140.238.122.124,443,443,true,FRA,Europe,Frankfurt,199,8.98
158.179.189.235,2087,2087,true,NRT,Asia Pacific,Tokyo,84,8.96
131.186.59.94,2053,2053,true,NRT,Asia Pacific,Tokyo,105,8.96
131.186.37.69,2082,2082,false,NRT,Asia Pacific,Tokyo,114,8.96
168.138.200.159,8443,8443,true,NRT,Asia Pacific,Tokyo,101,8.95
152.67.139.187,443,443,true,AMS,Europe,Amsterdam,199,8.93
150.230.219.168,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.93
168.138.205.38,2087,2087,true,NRT,Asia Pacific,Tokyo,100,8.93
132.226.130.255,443,443,true,FRA,Europe,Frankfurt,184,8.92
84.235.165.79,443,443,true,AMS,Europe,Amsterdam,219,8.92
132.145.126.21,2052,2052,false,NRT,Asia Pacific,Tokyo,103,8.90
150.230.101.13,8443,8443,true,NRT,Asia Pacific,Tokyo,100,8.89
138.2.13.133,2052,2052,false,NRT,Asia Pacific,Tokyo,110,8.89
155.248.166.39,8443,8443,true,NRT,Asia Pacific,Tokyo,136,8.88
150.230.109.138,2053,2053,true,NRT,Asia Pacific,Tokyo,79,8.88
138.2.25.122,2053,2053,true,NRT,Asia Pacific,Tokyo,122,8.87
131.186.44.38,2082,2082,false,NRT,Asia Pacific,Tokyo,78,8.87
131.186.37.49,8443,8443,true,NRT,Asia Pacific,Tokyo,104,8.87
131.186.45.88,8443,8443,true,NRT,Asia Pacific,Tokyo,100,8.86
141.148.237.6,443,443,true,CDG,Europe,Paris,195,8.86
155.248.160.116,8080,8080,false,NRT,Asia Pacific,Tokyo,98,8.85
155.248.166.39,2053,2053,true,NRT,Asia Pacific,Tokyo,97,8.84
84.235.171.143,443,443,true,FRA,Europe,Frankfurt,220,8.84
131.186.37.49,8080,8080,false,NRT,Asia Pacific,Tokyo,75,8.82
84.235.166.67,443,443,true,CDG,Europe,Paris,212,8.81
129.146.247.85,2053,443,true,LAX,North America,Los Angeles,203,8.81
155.248.160.83,2082,2082,false,NRT,Asia Pacific,Tokyo,102,8.81
132.145.125.86,2096,2096,true,NRT,Asia Pacific,Tokyo,91,8.79
158.179.186.138,2083,2083,true,NRT,Asia Pacific,Tokyo,113,8.79
131.186.37.69,2087,2087,true,NRT,Asia Pacific,Tokyo,101,8.78
158.179.186.138,8880,8880,false,NRT,Asia Pacific,Tokyo,98,8.78
141.147.191.132,8443,8443,true,NRT,Asia Pacific,Tokyo,111,8.78
150.230.216.34,2053,2053,true,NRT,Asia Pacific,Tokyo,82,8.78
131.186.58.151,2053,2053,true,NRT,Asia Pacific,Tokyo,111,8.77
138.2.155.222,443,443,true,EWR,North America,Newark,167,8.77
132.145.124.198,2083,2083,true,NRT,Asia Pacific,Tokyo,84,8.75
130.162.37.9,443,443,true,CDG,Europe,Paris,164,8.74
141.144.207.51,443,443,true,CDG,Europe,Paris,175,8.73
141.147.182.70,8080,8080,false,NRT,Asia Pacific,Tokyo,77,8.73
131.186.38.135,2096,2096,true,NRT,Asia Pacific,Tokyo,107,8.72
130.61.211.43,2053,443,true,FRA,Europe,Frankfurt,208,8.71
138.3.212.162,2095,2095,false,NRT,Asia Pacific,Tokyo,215,8.71
193.123.32.168,443,443,true,EWR,North America,Newark,173,8.71
